Protein	Localization
DRAP1	Cytosol
DUS1L	Cytosol
DYNLL1	Cytosol
DYNLL2	Cytosol
DYRK1B	Cytosol
E2F5	Cytosol
ECHDC1	Cytosol
EDC3	Cytosol
EIF2A	Cytosol
EIF2S1	Cytosol
EIF2S2	Cytosol
EIF2S3	Cytosol
EIF3B	Cytosol
EIF3M	Cytosol
EIF4A2	Cytosol
EIF4E	Cytosol
EIF4E3	Cytosol
EIF4ENIF1	Cytosol
EIF4G1	Cytosol
EIF4G2	Cytosol
EIF4G3	Cytosol
EIF5B	Cytosol
EPM2AIP1	Cytosol
EPN1	Cytosol
EPS15	Cytosol
EPS15L1	Cytosol
EPS8	Cytosol
ETS1	Cytosol
ETS2	Cytosol
EVI5	Cytosol
EXOC1	Cytosol
EXOC2	Cytosol
EXOC3	Cytosol
EXOC5	Cytosol
EXOC6B	Cytosol
EXOC7	Cytosol
EXOC8	Cytosol
EYA4	Cytosol
FAM102A	Cytosol
FAM115C	Cytosol
FAM117B	Cytosol
FAM120B	Cytosol
FAM63A	Cytosol
FAM83G	Cytosol
FAM89B	Cytosol
FAM91A1	Cytosol
FBXL12	Cytosol
FBXL3	Cytosol
FBXO18	Cytosol
FBXO21	Cytosol
FBXO33	Cytosol
FBXO5	Cytosol
FCHO2	Cytosol
FEM1B	Cytosol
FGF13	Cytosol
FHL2	Cytosol
FIG4	Cytosol
FLAD1	Cytosol
FUT4	Cytosol
GAS2L1	Cytosol
GFOD1	Cytosol
GFOD2	Cytosol
GID4	Cytosol
GID8	Cytosol
GLI3	Cytosol
GOPC	Cytosol
GPS1	Cytosol
GUCY1A2	Cytosol
HECA	Cytosol
HGS	Cytosol
HIP1R	Cytosol
HIVEP2	Cytosol
HMMR	Cytosol
HOXD13	Cytosol
HSPA12A	Cytosol
HSPA6	Cytosol
HSPBAP1	Cytosol
HUS1	Cytosol
HUWE1	Cytosol
IFRD1	Cytosol
IFT122	Cytosol
IFT140	Cytosol
IFT172	Cytosol
IFT57	Cytosol
INSIG1	Cytosol
IQGAP2	Cytosol
ITCH	Cytosol
ITPKB	Cytosol
KATNAL2	Cytosol
KBTBD8	Cytosol
KCTD10	Cytosol
KCTD13	Cytosol
KCTD17	Cytosol
KCTD3	Cytosol
KCTD5	Cytosol
KEAP1	Cytosol
KIAA0196	Cytosol
KIAA0586	Cytosol
KIAA1033	Cytosol
KIAA1217	Cytosol
KIAA1841	Cytosol
KIF3C	Cytosol
KLF10	Cytosol
KLHDC10	Cytosol
KLHDC2	Cytosol
KLHL17	Cytosol
KLHL18	Cytosol
KLHL2	Cytosol
KLHL20	Cytosol
KLHL24	Cytosol
KPNA3	Cytosol
LPIN1	Cytosol
LRCH1	Cytosol
LRCH3	Cytosol
LRRC14	Cytosol
LRRC42	Cytosol
LRRC45	Cytosol
LRRFIP2	Cytosol
LSM2	Cytosol
LSM3	Cytosol
LSM6	Cytosol
LSM7	Cytosol
LSP1	Cytosol
LZTR1	Cytosol
MAP1A	Cytosol
MAPKBP1	Cytosol
MBNL2	Cytosol
MCC	Cytosol
MCMBP	Cytosol
MED26	Cytosol
MED28	Cytosol
METTL23	Cytosol
MEX3D	Cytosol
MFHAS1	Cytosol
MIB2	Cytosol
MICALL1	Cytosol
MKLN1	Cytosol
MPHOSPH9	Cytosol
MSRB3	Cytosol
MTMR10	Cytosol
MYCBP	Cytosol
MYH10	Cytosol
MYLK	Cytosol
NAA16	Cytosol
NAA38	Cytosol
NAV1	Cytosol
NAV3	Cytosol
NCKAP5L	Cytosol
NFATC2	Cytosol
NHSL1	Cytosol
NMD3	Cytosol
NPRL2	Cytosol
NTPCR	Cytosol
NUDT9	Cytosol
OAS3	Cytosol
OGFRL1	Cytosol
OSBPL9	Cytosol
PARD6B	Cytosol
PARP3	Cytosol
PCBP4	Cytosol
PCMTD1	Cytosol
PCMTD2	Cytosol
PDE12	Cytosol
PDE4DIP	Cytosol
PDRG1	Cytosol
PDXDC1	Cytosol
PEX7	Cytosol
PGBD2	Cytosol
PGLYRP2	Cytosol
PHLDA1	Cytosol
PHLDA3	Cytosol
PICALM	Cytosol
PIKFYVE	Cytosol
PIP4K2A	Cytosol
PIP4K2B	Cytosol
PKN2	Cytosol
PLA2G16	Cytosol
PLEKHA7	Cytosol
PLSCR4	Cytosol
POLI	Cytosol
POLM	Cytosol
POTEF	Cytosol
POTEI	Cytosol
PPFIA2	Cytosol
PPP1R13B	Cytosol
PPP1R21	Cytosol
PPP1R35	Cytosol
PRKACA	Cytosol
PRKACB	Cytosol
PRKAR1A	Cytosol
PRKAR2A	Cytosol
PRKAR2B	Cytosol
PRMT10	Cytosol
PRRC1	Cytosol
PRUNE2	Cytosol
PSD3	Cytosol
PSMD4	Cytosol
PWWP2B	Cytosol
RAB40C	Cytosol
RAD51B	Cytosol
RAD51D	Cytosol
RALBP1	Cytosol
RALGAPA1	Cytosol
RASSF3	Cytosol
RASSF5	Cytosol
RASSF7	Cytosol
RAVER2	Cytosol
REPS1	Cytosol
RGS4	Cytosol
RIOK1	Cytosol
RNASEH2A	Cytosol
RNF213	Cytosol
RNLS	Cytosol
RPAP3	Cytosol
RPS6KA5	Cytosol
RPS6KC1	Cytosol
RUVBL1	Cytosol
RUVBL2	Cytosol
SACS	Cytosol
SDCCAG8	Cytosol
SEC16A	Cytosol
SEC23A	Cytosol
SEC24C	Cytosol
SETD3	Cytosol
SHKBP1	Cytosol
SHOC2	Cytosol
SIK1	Cytosol
SIPA1	Cytosol
SLC9A3R1	Cytosol
SLFN5	Cytosol
SLPI	Cytosol
SMAD3	Cytosol
SMG5	Cytosol
SMG7	Cytosol
SMG9	Cytosol
SMUG1	Cytosol
SNX18	Cytosol
SNX3	Cytosol
SNX33	Cytosol
SPAG5	Cytosol
SPSB2	Cytosol
STK40	Cytosol
STRIP1	Cytosol
STRIP2	Cytosol
STRN	Cytosol
STRN3	Cytosol
STRN4	Cytosol
STUB1	Cytosol
SZT2	Cytosol
TANC2	Cytosol
TAOK1	Cytosol
TCF19	Cytosol
TCHP	Cytosol
TGS1	Cytosol
THOC3	Cytosol
TLL2	Cytosol
TLN2	Cytosol
TNS1	Cytosol
TOM1L2	Cytosol
TP53BP2	Cytosol
TRAF3	Cytosol
TRAF4	Cytosol
TRAF7	Cytosol
TRAPPC1	Cytosol
TRAPPC8	Cytosol
TRIM44	Cytosol
TRIM45	Cytosol
TRIM46	Cytosol
TRIM7	Cytosol
TRUB1	Cytosol
TSPYL4	Cytosol
TTBK2	Cytosol
TTC21B	Cytosol
TTC30B	Cytosol
TULP4	Cytosol
UBL4A	Cytosol
UBOX5	Cytosol
UCKL1	Cytosol
UNKL	Cytosol
URI1	Cytosol
USB1	Cytosol
USP16	Cytosol
USP22	Cytosol
USP27X	Cytosol
USP38	Cytosol
WBP5	Cytosol
VDR	Cytosol
WDR13	Cytosol
WDR19	Cytosol
WDR26	Cytosol
WDR35	Cytosol
WDR45B	Cytosol
WDR82	Cytosol
VPS11	Cytosol
VPS16	Cytosol
VPS18	Cytosol
VPS26B	Cytosol
VPS33A	Cytosol
VPS39	Cytosol
VPS41	Cytosol
VPS54	Cytosol
VPS8	Cytosol
WRAP53	Cytosol
XPO1	Cytosol
YTHDF2	Cytosol
YTHDF3	Cytosol
ZCCHC11	Cytosol
ZFYVE16	Cytosol
ZNF181	Cytosol
ZNF383	Cytosol
ZNF544	Cytosol
ZNF607	Cytosol
ZNF81	Cytosol
ZNFX1	Cytosol
ZSWIM3	Cytosol
ABCF3	Cytosol
ARFGAP2	Cytosol
ARHGAP18	Cytosol
ARHGEF37	Cytosol
CAMKK2	Cytosol
CC2D1A	Cytosol
DIAPH2	Cytosol
GLCCI1	Cytosol
IQCG	Cytosol
JOSD2	Cytosol
LRRC40	Cytosol
MAP3K2	Cytosol
MOB3A	Cytosol
N6AMT2	Cytosol
NEK6	Cytosol
PKN1	Cytosol
RASSF2	Cytosol
RIPK1	Cytosol
SCYL2	Cytosol
SEC13	Cytosol
SIK3	Cytosol
SPATA2L	Cytosol
TBC1D16	Cytosol
TICAM1	Cytosol
UBL5	Cytosol
WWC1	Cytosol
ZC3H12A	Cytosol
AARSD1	Cytosol
ACBD7	Cytosol
ANXA4	Cytosol
ATG4A	Cytosol
C2orf76	Cytosol
CAB39L	Cytosol
CAMK1	Cytosol
CRYGS	Cytosol
CYB5R2	Cytosol
DDT	Cytosol
DPH6	Cytosol
EIF1	Cytosol
FABP7	Cytosol
FAM49A	Cytosol
FBXO43	Cytosol
FKBP1A	Cytosol
GBP1	Cytosol
GCA	Cytosol
GDI1	Cytosol
GSKIP	Cytosol
GSTM3	Cytosol
GSTM4	Cytosol
HID1	Cytosol
HPRT1	Cytosol
IDNK	Cytosol
MAGOH	Cytosol
MAPK1IP1L	Cytosol
MDP1	Cytosol
MEA1	Cytosol
MT3	Cytosol
MTPN	Cytosol
NAP1L5	Cytosol
NR2C2AP	Cytosol
NUDT4	Cytosol
NUTF2	Cytosol
ORAOV1	Cytosol
PGK2	Cytosol
PKIA	Cytosol
PKIG	Cytosol
PPP1R14C	Cytosol
PSAT1	Cytosol
PSTK	Cytosol
PTGR2	Cytosol
PYGM	Cytosol
RCAN1	Cytosol
RGL1	Cytosol
S100A11	Cytosol
S100A2	Cytosol
SARS	Cytosol
SENP8	Cytosol
SEPW1	Cytosol
SH3BGR	Cytosol
SH3BGRL	Cytosol
SMOX	Cytosol
STARD5	Cytosol
TAGLN3	Cytosol
TGM2	Cytosol
TMSB10	Cytosol
TUBB8	Cytosol
TXN	Cytosol
ANP32A	Cytosol
ANP32B	Cytosol
C5orf22	Cytosol
CASP1	Cytosol
COPRS	Cytosol
CRIPT	Cytosol
CUTC	Cytosol
DNAJC2	Cytosol
DXO	Cytosol
EIF1B	Cytosol
EIF5	Cytosol
EVL	Cytosol
FBXO22	Cytosol
FHL3	Cytosol
GANC	Cytosol
GSTZ1	Cytosol
HDGF	Cytosol
HMGB3	Cytosol
IMPDH2	Cytosol
KCNAB1	Cytosol
KIAA1143	Cytosol
NUCKS1	Cytosol
OGFOD1	Cytosol
PAWR	Cytosol
PFDN4	Cytosol
PTMA	Cytosol
RAD1	Cytosol
RCC2	Cytosol
SAAL1	Cytosol
SCLY	Cytosol
SIAH1	Cytosol
SUB1	Cytosol
TKT	Cytosol
TKTL2	Cytosol
TPRKB	Cytosol
TROVE2	Cytosol
UBXN2A	Cytosol
UPP1	Cytosol
ZFAND6	Cytosol
MARS2	Mitochondria
AARS2	Mitochondria
ACAD10	Mitochondria
ACADVL	Mitochondria
ACOT9	Mitochondria
ACSF2	Mitochondria
AK3	Mitochondria
AK4	Mitochondria
ALDH18A1	Mitochondria
ALDH1L2	Mitochondria
AMOTL1	Mitochondria
ANGPTL3	Mitochondria
ANKRD26	Mitochondria
ARHGAP21	Mitochondria
ARID3B	Mitochondria
ATPAF2	Mitochondria
BCKDK	Mitochondria
C1orf106	Mitochondria
C1R	Mitochondria
C7orf55	Mitochondria
CBR4	Mitochondria
CCDC34	Mitochondria
CCRN4L	Mitochondria
CCSER2	Mitochondria
CDK5RAP1	Mitochondria
CGNL1	Mitochondria
CHCHD2	Mitochondria
CLPX	Mitochondria
CMC4	Mitochondria
COX19	Mitochondria
DNAJC15	Mitochondria
E2F7	Mitochondria
ELK3	Mitochondria
F5	Mitochondria
FDX1L	Mitochondria
FDXR	Mitochondria
FECH	Mitochondria
FGD4	Mitochondria
FLG2	Mitochondria
FOXM1	Mitochondria
FOXN3	Mitochondria
GCAT	Mitochondria
GEN1	Mitochondria
GFM2	Mitochondria
GPT2	Mitochondria
GRPEL1	Mitochondria
GRPEL2	Mitochondria
GSDMA	Mitochondria
GULP1	Mitochondria
HSDL2	Mitochondria
HSPA9	Mitochondria
HSPD1	Mitochondria
HSPE1	Mitochondria
IBA57	Mitochondria
IDH3G	Mitochondria
ISCU	Mitochondria
KIAA1671	Mitochondria
KIAA1731	Mitochondria
KIFC3	Mitochondria
KRT10	Mitochondria
LACE1	Mitochondria
LIAS	Mitochondria
LIN7A	Mitochondria
LIPT1	Mitochondria
LMO7	Mitochondria
LONP1	Mitochondria
LRPPRC	Mitochondria
LYRM5	Mitochondria
LZTS2	Mitochondria
METTL15	Mitochondria
MIPEP	Mitochondria
MPRIP	Mitochondria
MTERFD3	Mitochondria
MTG2	Mitochondria
MTIF2	Mitochondria
MTO1	Mitochondria
MYO18A	Mitochondria
NADK2	Mitochondria
NF2	Mitochondria
NFU1	Mitochondria
NR2C2	Mitochondria
NRIP1	Mitochondria
NSUN3	Mitochondria
OXNAD1	Mitochondria
PAPD4	Mitochondria
PDK2	Mitochondria
PDK3	Mitochondria
PDP2	Mitochondria
PET112	Mitochondria
PHLDB2	Mitochondria
PLEKHG3	Mitochondria
PPM1K	Mitochondria
PPTC7	Mitochondria
PRELID1	Mitochondria
PYROXD2	Mitochondria
PYURF	Mitochondria
RAD54B	Mitochondria
RARS2	Mitochondria
RAVER1	Mitochondria
RBFA	Mitochondria
RBM23	Mitochondria
RSAD1	Mitochondria
SDR39U1	Mitochondria
SEPP1	Mitochondria
SIPA1L2	Mitochondria
SIPA1L3	Mitochondria
SPRYD4	Mitochondria
ST5	Mitochondria
SUCLA2	Mitochondria
TBX2	Mitochondria
TCAIM	Mitochondria
TFB2M	Mitochondria
TGM1	Mitochondria
THEM4	Mitochondria
TPRN	Mitochondria
TROAP	Mitochondria
TSFM	Mitochondria
TTC19	Mitochondria
TXN2	Mitochondria
TXNRD2	Mitochondria
USP54	Mitochondria
XKR8	Mitochondria
MARCH5	Mitochondria
ADCK2	Mitochondria
ADCK5	Mitochondria
AKIP1	Mitochondria
ARC	Mitochondria
ATP5EP2	Mitochondria
ATP5L	Mitochondria
BAD	Mitochondria
BMP10	Mitochondria
C16orf91	Mitochondria
CCSAP	Mitochondria
CEBPZ-AS1	Mitochondria
CEND1	Mitochondria
CEP57	Mitochondria
CEP57L1	Mitochondria
CEP63	Mitochondria
CEP85L	Mitochondria
CHCHD1	Mitochondria
CNTROB	Mitochondria
COX5A	Mitochondria
CRLS1	Mitochondria
CYB5R1	Mitochondria
CYP27A1	Mitochondria
DMD	Mitochondria
EFHD1	Mitochondria
FAXC	Mitochondria
FIS1	Mitochondria
GK	Mitochondria
HIGD2A	Mitochondria
HYLS1	Mitochondria
IFI27L2	Mitochondria
KIAA1191	Mitochondria
KMO	Mitochondria
LETMD1	Mitochondria
MDM1	Mitochondria
MICU3	Mitochondria
MIIP	Mitochondria
MLLT11	Mitochondria
MPC1	Mitochondria
MT-CO3	Mitochondria
MT-ND2	Mitochondria
MT-ND3	Mitochondria
NDUFA11	Mitochondria
NDUFA13	Mitochondria
NDUFA6	Mitochondria
NDUFA9	Mitochondria
NDUFAF6	Mitochondria
NDUFC1	Mitochondria
NOS1AP	Mitochondria
NT5C3A	Mitochondria
PET100	Mitochondria
PLTP	Mitochondria
POC1B	Mitochondria
PPP1R9A	Mitochondria
PVRL1	Mitochondria
ROMO1	Mitochondria
SLC25A10	Mitochondria
SLC25A11	Mitochondria
SLC25A14	Mitochondria
SLC25A16	Mitochondria
SLC25A28	Mitochondria
SLC25A29	Mitochondria
SLC25A30	Mitochondria
SLC25A40	Mitochondria
SLC25A42	Mitochondria
SLC25A43	Mitochondria
SLC25A44	Mitochondria
SLC25A52	Mitochondria
SNPH	Mitochondria
SOD2	Mitochondria
TIMM9	Mitochondria
TMEM14B	Mitochondria
TMEM160	Mitochondria
TMEM242	Mitochondria
TOMM40L	Mitochondria
VOPP1	Mitochondria
ZDHHC14	Mitochondria
MARCH8	Secretory
ADAM22	Secretory
AIG1	Secretory
BFAR	Secretory
BVES	Secretory
CD9	Secretory
CLEC2B	Secretory
CLGN	Secretory
CLN8	Secretory
CNTNAP1	Secretory
CSNK1G3	Secretory
DERL1	Secretory
DHRS7B	Secretory
EI24	Secretory
ELOVL4	Secretory
ELOVL5	Secretory
EMC2	Secretory
F3	Secretory
FADS3	Secretory
FAM105A	Secretory
FZD3	Secretory
GALNT13	Secretory
GJA1	Secretory
GPC4	Secretory
GPC6	Secretory
ICMT	Secretory
IL13RA2	Secretory
ITGB5	Secretory
ITPR1	Secretory
KCNMA1	Secretory
KCNN4	Secretory
LHFP	Secretory
LHFPL2	Secretory
LRIG3	Secretory
MFSD2A	Secretory
MGST1	Secretory
MGST2	Secretory
MSMO1	Secretory
NPY1R	Secretory
OGFOD3	Secretory
OSTC	Secretory
PCDHGB2	Secretory
PHTF2	Secretory
PIGV	Secretory
PRAF2	Secretory
RELT	Secretory
SAMD8	Secretory
SEC61A1	Secretory
SHISA4	Secretory
SLC16A4	Secretory
SLC19A2	Secretory
SLC1A1	Secretory
SLC22A18	Secretory
SLC22A4	Secretory
SLC27A3	Secretory
SLCO4A1	Secretory
SPRY2	Secretory
SPTLC3	Secretory
STEAP2	Secretory
TAPBPL	Secretory
TMEM167B	Secretory
TMEM234	Secretory
TMEM256-PLSCR3	Secretory
TMEM50A	Secretory
TSPAN11	Secretory
TSPAN15	Secretory
XXYLT1	Secretory
ZDHHC6	Secretory
A4GALT	Secretory
ABHD15	Secretory
ACAA1	Secretory
ACAD11	Secretory
ACOT8	Secretory
ADAMTS12	Secretory
ADAMTSL1	Secretory
APOB	Secretory
APOL2	Secretory
ARSD	Secretory
ARSE	Secretory
BCHE	Secretory
BGN	Secretory
BST2	Secretory
C1QTNF1	Secretory
C2CD3	Secretory
C5orf46	Secretory
CACHD1	Secretory
CCDC138	Secretory
CDC42EP1	Secretory
CELSR2	Secretory
CERS5	Secretory
CHSY3	Secretory
CLSTN3	Secretory
CLU	Secretory
CNTN1	Secretory
COL13A1	Secretory
COL14A1	Secretory
COL5A1	Secretory
COL5A2	Secretory
COL6A3	Secretory
COL7A1	Secretory
COLGALT1	Secretory
COQ5	Secretory
CORO2B	Secretory
CREB3L1	Secretory
CREB3L2	Secretory
CSF1	Secretory
CTGF	Secretory
CTSA	Secretory
CTXN1	Secretory
CYP2J2	Secretory
CYSTM1	Secretory
DAP3	Secretory
DCBLD1	Secretory
DECR2	Secretory
DKK1	Secretory
DLST	Secretory
DNAJB9	Secretory
DNAJC22	Secretory
DOCK11	Secretory
EDEM1	Secretory
EMC6	Secretory
FAM46A	Secretory
FAM57A	Secretory
FAM98A	Secretory
FAP	Secretory
FGF5	Secretory
FHOD3	Secretory
FLRT2	Secretory
FMN2	Secretory
FN1	Secretory
FOXRED2	Secretory
FRAS1	Secretory
FREM2	Secretory
FSTL1	Secretory
FSTL3	Secretory
FUT10	Secretory
GAS8	Secretory
GFRA1	Secretory
GGT7	Secretory
GM2A	Secretory
GNPTG	Secretory
GPC1	Secretory
GUSB	Secretory
GXYLT1	Secretory
HHIPL2	Secretory
HILPDA	Secretory
HMOX1	Secretory
HSD17B4	Secretory
HSPA13	Secretory
ICT1	Secretory
IGSF1	Secretory
IL17RA	Secretory
IL17RD	Secretory
IL18R1	Secretory
INHBA	Secretory
JAG1	Secretory
JOSD1	Secretory
KIRREL3	Secretory
LAMB1	Secretory
LAMC1	Secretory
LAYN	Secretory
LIF	Secretory
LOXL1	Secretory
LPL	Secretory
LRIG1	Secretory
LRRC49	Secretory
LSG1	Secretory
LTBP1	Secretory
LY96	Secretory
MDGA1	Secretory
MEGF8	Secretory
METTL17	Secretory
MMP16	Secretory
MPPE1	Secretory
MRPL38	Secretory
MRPL51	Secretory
MRPS2	Secretory
MRPS27	Secretory
MRPS36	Secretory
MRPS6	Secretory
MRPS7	Secretory
NOA1	Secretory
NOMO3	Secretory
NRAS	Secretory
NTNG1	Secretory
OAF	Secretory
OGDH	Secretory
PAPPA	Secretory
PCDH19	Secretory
PCDHGC3	Secretory
PCDHGC5	Secretory
PCNT	Secretory
PDGFA	Secretory
PDGFC	Secretory
PDGFRB	Secretory
PDHB	Secretory
PECR	Secretory
PGAP3	Secretory
PITPNM2	Secretory
PLAU	Secretory
PROCR	Secretory
PRSS12	Secretory
PTCD3	Secretory
PTHLH	Secretory
PTPRM	Secretory
PTPRU	Secretory
PTRF	Secretory
RASA3	Secretory
RBM43	Secretory
RCBTB2	Secretory
RNFT2	Secretory
RPL38	Secretory
SCUBE3	Secretory
SDF2L1	Secretory
SEMA3A	Secretory
SEMA3B	Secretory
SEMA4F	Secretory
SERPINE1	Secretory
SIL1	Secretory
SLC16A2	Secretory
SLC36A1	Secretory
SLITRK5	Secretory
SPEG	Secretory
SPOCK1	Secretory
SQSTM1	Secretory
SRC	Secretory
SRGAP2D	Secretory
ST6GALNAC2	Secretory
STC1	Secretory
STIM2	Secretory
STRADB	Secretory
SYTL5	Secretory
TACC1	Secretory
TAOK2	Secretory
TAPBP	Secretory
TFPI	Secretory
TGFA	Secretory
THBS1	Secretory
THBS2	Secretory
THBS3	Secretory
THSD4	Secretory
TLL1	Secretory
TMEM109	Secretory
TMEM117	Secretory
TMEM18	Secretory
TOR1A	Secretory
TOR1B	Secretory
TOR3A	Secretory
TWSG1	Secretory
TXNDC16	Secretory
UGGT2	Secretory
UNC5C	Secretory
VASN	Secretory
WDR90	Secretory
VEGFB	Secretory
VEGFC	Secretory
XKR4	Secretory
MARCH7	Secretory
ABCB1	Secretory
ADAMTS4	Secretory
ADCY7	Secretory
AKAP5	Secretory
ALDH3B1	Secretory
ANTXR1	Secretory
ANTXR2	Secretory
APOM	Secretory
ARHGAP22	Secretory
ARL4C	Secretory
ATP10D	Secretory
ATP1A3	Secretory
AXL	Secretory
BRI3BP	Secretory
BTC	Secretory
C14orf2	Secretory
C19orf26	Secretory
C3orf14	Secretory
C9	Secretory
CD274	Secretory
CDH11	Secretory
CDH2	Secretory
CDH4	Secretory
CDH6	Secretory
CLMP	Secretory
CNNM2	Secretory
CTDNEP1	Secretory
CYBRD1	Secretory
DAD1	Secretory
DEF6	Secretory
DISP1	Secretory
EDIL3	Secretory
EEPD1	Secretory
EFR3B	Secretory
ELFN2	Secretory
EPB41L4A	Secretory
EPHA3	Secretory
FAM126A	Secretory
FAM171A1	Secretory
FAM26E	Secretory
FARP1	Secretory
FMNL3	Secretory
FRMD3	Secretory
FYN	Secretory
FZD1	Secretory
GDF15	Secretory
GNA11	Secretory
GNAO1	Secretory
GPR124	Secretory
ILDR2	Secretory
ITGA1	Secretory
ITPRIP	Secretory
JAM2	Secretory
JAM3	Secretory
KCNQ5	Secretory
KIAA1549L	Secretory
KIRREL	Secretory
L1CAM	Secretory
LGALS9	Secretory
LPHN2	Secretory
LRRC17	Secretory
LRRC8C	Secretory
LSAMP	Secretory
MCAM	Secretory
MDFIC	Secretory
MPC2	Secretory
MYO1C	Secretory
NCAM1	Secretory
OPA3	Secretory
PAG1	Secretory
PANX2	Secretory
PCDHGB1	Secretory
PDE8A	Secretory
PI4KA	Secretory
POPDC3	Secretory
PPAP2A	Secretory
PTGS2	Secretory
PTPRG	Secretory
PVRL2	Secretory
PVRL3	Secretory
RELL2	Secretory
RFTN1	Secretory
RGS20	Secretory
RHOBTB3	Secretory
RPL23	Secretory
S1PR1	Secretory
S1PR3	Secretory
SERPINE2	Secretory
SERPINF2	Secretory
SLC16A10	Secretory
SLC16A7	Secretory
SLC25A23	Secretory
SLC29A1	Secretory
SLC2A1	Secretory
SLC2A3	Secretory
SLC43A1	Secretory
SLC43A3	Secretory
SLC47A1	Secretory
SLC4A4	Secretory
SLC4A8	Secretory
SLC6A6	Secretory
SLC7A11	Secretory
SLC7A6	Secretory
SLC8A1	Secretory
SLC9A2	Secretory
SLCO3A1	Secretory
SLITRK6	Secretory
SOGA1	Secretory
SPRED2	Secretory
SRPX	Secretory
STON2	Secretory
STX2	Secretory
SVIP	Secretory
TMEM255A	Secretory
TMEM66	Secretory
TMX4	Secretory
TTC7A	Secretory
ULBP2	Secretory
VEPH1	Secretory
ZDHHC8	Secretory
ZMYM6NB	Secretory
ABCA5	Nucleus
ACTR5	Nucleus
AGO1	Nucleus
AGO3	Nucleus
AGO4	Nucleus
AIM1	Nucleus
ALKBH2	Nucleus
ANAPC15	Nucleus
APOBEC3C	Nucleus
APOBEC3F	Nucleus
ARID4B	Nucleus
ASF1A	Nucleus
ASXL1	Nucleus
ATRAID	Nucleus
ATXN7	Nucleus
ATXN7L2	Nucleus
ATXN7L3	Nucleus
BAP1	Nucleus
BATF3	Nucleus
BBX	Nucleus
BCAS2	Nucleus
BCLAF1	Nucleus
BDP1	Nucleus
BEND7	Nucleus
BOK	Nucleus
BRD9	Nucleus
BRMS1	Nucleus
BRMS1L	Nucleus
BTBD2	Nucleus
BUD13	Nucleus
C11orf30	Nucleus
C11orf48	Nucleus
C11orf57	Nucleus
C15orf52	Nucleus
C19orf53	Nucleus
C1D	Nucleus
C1orf35	Nucleus
C1orf86	Nucleus
C7orf50	Nucleus
C8orf33	Nucleus
C9orf114	Nucleus
CAPRIN2	Nucleus
CASC3	Nucleus
CBX4	Nucleus
CBX6	Nucleus
CBX7	Nucleus
CCDC84	Nucleus
CCDC9	Nucleus
CCNC	Nucleus
CD2BP2	Nucleus
CDC23	Nucleus
CDC27	Nucleus
CDK19	Nucleus
CDK8	Nucleus
CHD7	Nucleus
CIRBP	Nucleus
CRAMP1L	Nucleus
DCAF4	Nucleus
DCLRE1A	Nucleus
DDX23	Nucleus
DDX60L	Nucleus
DEPDC1	Nucleus
DHX57	Nucleus
EDC4	Nucleus
ELAVL2	Nucleus
ELF4	Nucleus
EME1	Nucleus
EP400	Nucleus
EPC1	Nucleus
EPC2	Nucleus
ERCC6	Nucleus
ERH	Nucleus
ERI1	Nucleus
EXOSC1	Nucleus
EXOSC2	Nucleus
EXOSC4	Nucleus
EXOSC6	Nucleus
EXOSC7	Nucleus
EXOSC8	Nucleus
EZH1	Nucleus
FAM109A	Nucleus
FAM111B	Nucleus
FAM120C	Nucleus
FAM211A	Nucleus
FAM60A	Nucleus
FAM92B	Nucleus
FANCB	Nucleus
FANCM	Nucleus
FAU	Nucleus
FBXL14	Nucleus
FBXL6	Nucleus
FBXO8	Nucleus
FBXW4	Nucleus
FGF12	Nucleus
FGFR1OP2	Nucleus
FMR1	Nucleus
FXR1	Nucleus
G3BP2	Nucleus
G6PC3	Nucleus
GEMIN2	Nucleus
GEMIN4	Nucleus
GEMIN8	Nucleus
GIN1	Nucleus
GLI4	Nucleus
GLYR1	Nucleus
GON4L	Nucleus
GPATCH3	Nucleus
GTF3C1	Nucleus
GTF3C3	Nucleus
GTF3C4	Nucleus
GTF3C5	Nucleus
GZF1	Nucleus
HBP1	Nucleus
HIST1H1T	Nucleus
HJURP	Nucleus
HNRNPU	Nucleus
IFI16	Nucleus
IGF2BP3	Nucleus
IGHMBP2	Nucleus
ING2	Nucleus
ING3	Nucleus
INO80C	Nucleus
INO80D	Nucleus
INO80E	Nucleus
INTS1	Nucleus
INTS2	Nucleus
INTS4	Nucleus
INTS5	Nucleus
INTS6	Nucleus
INTS8	Nucleus
KAT2A	Nucleus
KAT2B	Nucleus
KAT5	Nucleus
KCNK2	Nucleus
KDM2B	Nucleus
KIAA1551	Nucleus
KIN	Nucleus
KMT2C	Nucleus
KRT75	Nucleus
KRT84	Nucleus
KXD1	Nucleus
LAMA1	Nucleus
LCA5	Nucleus
LSM14B	Nucleus
MAP7D1	Nucleus
MBD4	Nucleus
MBTD1	Nucleus
MCPH1	Nucleus
MED1	Nucleus
MED10	Nucleus
MED11	Nucleus
MED12	Nucleus
MED12L	Nucleus
MED13	Nucleus
MED13L	Nucleus
MED14	Nucleus
MED16	Nucleus
MED17	Nucleus
MED19	Nucleus
MED22	Nucleus
MED23	Nucleus
MED24	Nucleus
MED27	Nucleus
MED31	Nucleus
MED4	Nucleus
MED6	Nucleus
MED7	Nucleus
MED8	Nucleus
MED9	Nucleus
MEST	Nucleus
METTL16	Nucleus
METTL18	Nucleus
